	label	article	year	article_id	src_wiki_id	sent	annotated	source	modifier	target	full_target_name	trg_wiki_id
71	1	nyt_corpus_1994.har/09/18/0712633.xml	1994.0	712633.0	Q935	Before then, Einstein was already esteemed by many physicists as the Newton of the 20th century.	Before then, |Einstein| was already esteemed by many physicists as the *Newton* of /the 20th century/.	Newton	the 20th century	Einstein	ALBERT EINSTEIN	Q937
72	1	nyt_corpus_2005.har/03/01/1653573.xml	2005.0	1653573.0	Q303	With Whitehead as his publicist, Einstein was on the road to becoming the Elvis of science, the frizzy-headed sage of Princeton, the world's most famous Jew and humanity's atomic conscience.	With Whitehead as his publicist, |Einstein| was on the road to becoming the *Elvis* of /science/, the frizzy-headed sage of Princeton, the world's most famous Jew and humanity's atomic conscience.	Elvis	science	Einstein	Albert Einstein	Q937
73	1	nyt_corpus_1988.har/04/13/0135673.xml	1988.0	135673.0	Q504025	Mr. Tisch described his man succinctly: ''smart, understanding, decent and tough - the Bill Bradley of the South.''	Mr. Tisch described |his man| succinctly: ''smart, understanding, decent and tough - the *Bill Bradley* of /the South/.''	Bill Bradley	the South	his man	Albert Gore Jr.	Q19673
74	1	nyt_corpus_2007.har/06/11/1853778.xml	2007.0	1853778.0	Q336303	Mr. Gonzales is the Michael Brown of the Justice Department, smilingly presiding over incompetence, chaos and malfeasance, while President Bush insists that he is doing a heck of a job.	|Mr. Gonzales| is the *Michael Brown* of /the Justice Department/, smilingly presiding over incompetence, chaos and malfeasance, while President Bush insists that he is doing a heck of a job.	Michael Brown	the Justice Department	Mr. Gonzales	Alberto Gonzales	Q202350
75	1	nyt_corpus_1999.har/03/12/1091677.xml	1999.0	1091677.0	Q285536	'He's the Imelda Marcos of antiques collectors,'' Mr. Hathaway said.	|He|'s the *Imelda Marcos* of /antiques collectors/,'' Mr. Hathaway said.	Imelda Marcos	antiques collectors	He	Alberto Pinto	Q4712158
76	1	nyt_corpus_1995.har/11/20/0810374.xml	1995.0	810374.0	Q80938	"Said Patrick Lang, a World Cup coordinator: ""I'm sure he would like to be the John Travolta of skiing."	"Said Patrick Lang, a World Cup coordinator: ""I'm sure |he| would like to be the *John Travolta* of /skiing/."	John Travolta	skiing	he	Alberto Tomba	Q1950
77	1	nyt_corpus_1996.har/04/21/0845200.xml	1996.0	845200.0	Q93188	"This prideful detachment was, of course, a mask: though one friend admiringly called him ""the Errol Flynn of losers,"" others realized that Wilder was simply too unsure of his own gifts to make the fullest use of them."	"This prideful detachment was, of course, a mask: though one friend admiringly called |him| ""the *Errol Flynn* of /losers/,"" others realized that Wilder was simply too unsure of his own gifts to make the fullest use of them."	Errol Flynn	losers	him	ALEC WILDER	Q705892
78	1	nyt_corpus_1995.har/02/13/0743158.xml	1995.0	743158.0	Q5488961	I was once the Frank Perdue of Leningrad, he said.	|I| was once the *Frank Perdue* of /Leningrad/, he said.	Frank Perdue	Leningrad	I	Aleksandr Belyakov	Q4083536
79	1	nyt_corpus_1988.har/11/06/0195310.xml	1988.0	195310.0	Q117710	As we have learned through his appearances at the New York City Opera, Mr. Siciliani is something like the Lorin Maazel of Italian opera conductors.	As we have learned through his appearances at the New York City Opera, |Mr. Siciliani| is something like the *Lorin Maazel* of /Italian opera conductors/.	Lorin Maazel	Italian opera conductors	Mr. Siciliani	Alessandro Siciliani	Q4716432
80	1	nyt_corpus_2000.har/12/31/1259140.xml	2000.0	1259140.0	Q10993	Alex Acuna, the Tiger Woods of percussionists, uses the synthetic alternative, Mr. D'Addario said.	|Alex Acuna|, the *Tiger Woods* of /percussionists/, uses the synthetic alternative, Mr. D'Addario said.	Tiger Woods	percussionists	Alex Acuna	Alex Acuna	Q706250
81	1	nyt_corpus_1996.har/08/25/0873229.xml	1996.0	873229.0	Q357676	Throw in his stocky build and silvery hair, and Mr. Mandl comes across almost like a Jack Kemp for the Rotary Club crowd.	Throw in his stocky build and silvery hair, and |Mr. Mandl| comes across almost like a *Jack Kemp* for /the Rotary Club crowd/.	Jack Kemp	the Rotary Club crowd	Mr. Mandl	Alex J. Mandl	Q4717224
82	1	nyt_corpus_2006.har/06/05/1766967.xml	2006.0	1766967.0	Q205282	Such ''red flags,'' as they are sometimes called, were the meat and potatoes of the keynote speech on Friday night by Alex Jones, who is the William Jennings Bryan of the 911 band.	Such ''red flags,'' as they are sometimes called, were the meat and potatoes of the keynote speech on Friday night by |Alex Jones|, who is the *William Jennings Bryan* of /the 911 band/.	William Jennings Bryan	the 911 band	Alex Jones	Alex Jones	Q319121
83	1	nyt_corpus_1999.har/07/04/1120682.xml	1999.0	1120682.0	Q5582	But I guarantee you, he will become the Van Gogh of the 60's.	But I guarantee you, |he| will become the *Van Gogh* of /the 60's/.	Van Gogh	the 60's	he	Alexander (Skip) Spence	Q501429
84	1	nyt_corpus_1993.har/07/30/0625014.xml	1993.0	625014.0	Q5577	"Considerably more sensational are a startling photograph by the San Francisco artists Aziz and Cucher that shows a male nude whose genitals have been rubbed out through computer wizardry -- a kind of off-the-charts idealization -- and Alexander Hahn's ""Urbs Turrita,"" an installation consisting of three television tubes whose strange mix of old and new images, which include the tubes themselves set in interiors taken from German Romantic paintings, could establish the artist as the Salvador Dali of television."	"Considerably more sensational are a startling photograph by the San Francisco artists Aziz and Cucher that shows a male nude whose genitals have been rubbed out through computer wizardry -- a kind of off-the-charts idealization -- and Alexander Hahn's ""Urbs Turrita,"" an installation consisting of three television tubes whose strange mix of old and new images, which include the tubes themselves set in interiors taken from German Romantic paintings, could establish |the artist| as the *Salvador Dali* of /television/."	Salvador Dali	television	the artist	Alexander Hahn	Q22937447
85	1	nyt_corpus_1998.har/11/15/1062232.xml	1998.0	1062232.0	Q5284	Stewart didn't envision motor parkways or aviation,'' he continued, conjecturing whether the ''merchant prince,'' the Bill Gates of his day, intended to build himself a legacy.	Stewart didn't envision motor parkways or aviation,'' he continued, conjecturing whether |the ''merchant prince|,'' the *Bill Gates* of /his day/, intended to build himself a legacy.	Bill Gates	his day	the ''merchant prince	Alexander Turney Stewart	Q4720268
86	1	nyt_corpus_1989.har/04/02/0236473.xml	1989.0	236473.0	Q129772	Col. Alexander W. Doniphan, at six and a half feet tall a giant in his day, commanded an expedition into the Southwest so spectacular that William Cullen Bryant was moved to call him the Xenophon of the Mexican War.	Col. Alexander W. Doniphan, at six and a half feet tall a giant in his day, commanded an expedition into the Southwest so spectacular that William Cullen Bryant was moved to call |him| the *Xenophon* of /the Mexican War/.	Xenophon	the Mexican War	him	Alexander W. Doniphan	Q881051
87	1	nyt_corpus_2002.har/03/10/1374722.xml	2002.0	1374722.0	Q6660303	Rilke, Emerson, Bertrand Russell, Rollo May, Helen Keller, Bill Moyers, the Dalai Lama, Goethe and Oprah form a chorus of Big Thinkers, inspirational bold-face names, making Ms. Stoddard the Liz Smith of the self-help set.	Rilke, Emerson, Bertrand Russell, Rollo May, Helen Keller, Bill Moyers, the Dalai Lama, Goethe and Oprah form a chorus of Big Thinkers, inspirational bold-face names, making |Ms. Stoddard| the *Liz Smith* of /the self-help set/.	Liz Smith	the self-help set	Ms. Stoddard	Alexandra Stoddard	Q4720759
88	1	nyt_corpus_1997.har/04/20/0924364.xml	1997.0	924364.0	Q3051017	On Sunday, he would like to become the Ernie Banks of soccer with a let's-play-two approach to a doubleheader in Foxboro, Mass.	On Sunday, |he| would like to become the *Ernie Banks* of /soccer/ with a let's-play-two approach to a doubleheader in Foxboro, Mass.	Ernie Banks	soccer	he	Alexi Lalas	Q168371
89	1	nyt_corpus_1999.har/03/14/1092103.xml	1999.0	1092103.0	Q5603	Alfons Mucha was the Andy Warhol of his era, a decorative artist who defined a style -- Art Nouveau -- and became a media star.	|Alfons Mucha| was the *Andy Warhol* of /his era/, a decorative artist who defined a style -- Art Nouveau -- and became a media star.	Andy Warhol	his era	Alfons Mucha	Alfons Mucha	Q146691
90	1	nyt_corpus_1994.har/03/12/0673909.xml	1994.0	673909.0	Q5480	But take a healthy dose of the man once characterized as the Bart Simpson of the Senate, who has elevated the sustained whine to a rhetorical form.	But take a healthy dose of |the man| once characterized as the *Bart Simpson* of /the Senate/, who has elevated the sustained whine to a rhetorical form.	Bart Simpson	the Senate	the man	Alfonse D'Amato	Q2064037
91	1	nyt_corpus_1991.har/08/11/0466280.xml	1991.0	466280.0	Q213812	Soon, Americans could immediately recognize an Eisenstaedt picture, and several generations of photographers, amateurs and professionals alike, tried to emulate their hero, the Babe Ruth of 35-millimeter photography.	Soon, Americans could immediately recognize an Eisenstaedt picture, and several generations of photographers, amateurs and professionals alike, tried to emulate |their hero|, the *Babe Ruth* of /35-millimeter photography/.	Babe Ruth	35-millimeter photography	their hero	Alfred Eisenstaedt	Q62081
92	1	nyt_corpus_2005.har/03/21/1658827.xml	2005.0	1658827.0	Q25089	I've been known as the casual campaigner and the Woody Allen of Jersey City politics,'' Mr. Pine said.	|I|'ve been known as the casual campaigner and the *Woody Allen* of /Jersey City politics/,'' Mr. Pine said.	Woody Allen	Jersey City politics	I	Alfred Marc Pine	
93	1	nyt_corpus_1989.har/09/29/0286782.xml	1989.0	286782.0	Q46868	Alfred Portale, the I. M. Pei of contemporary American cooking, brings new meaning to the term haute cuisine with his skyscraper salads, towers of twirled pasta, high-rises of french fries and soaring desserts.	|Alfred Portale|, the *I. M. Pei* of /contemporary American cooking/, brings new meaning to the term haute cuisine with his skyscraper salads, towers of twirled pasta, high-rises of french fries and soaring desserts.	I. M. Pei	contemporary American cooking	Alfred Portale	Alfred Portale	Q4723302
94	1	nyt_corpus_2005.har/01/16/1642486.xml	2005.0	1642486.0	Q355314	Industry has every reason to be alarmed at the social, economic and financial implications,'' said Alfred Sloan, the chief executive of General Motors and the Jack Welch of his day.	Industry has every reason to be alarmed at the social, economic and financial implications,'' said |Alfred Sloan|, the chief executive of General Motors and the *Jack Welch* of /his day/.	Jack Welch	his day	Alfred Sloan	Alfred Sloan	Q344045
95	1	nyt_corpus_1989.har/08/18/0276324.xml	1989.0	276324.0	Q316179	For what it's worth, Hughes is the Moses Malone of the W.B.L.	For what it's worth, |Hughes| is the *Moses Malone* of /the W.B.L./	Moses Malone	the W.B.L.	Hughes	Alfredrick Hughes	Q3611535
96	1	nyt_corpus_2002.har/02/24/1370183.xml	2002.0	1370183.0	Q733027	Half the costumes Dean uses on NITV he keeps in the rear of his car; the other half lie crumpled up on the floor behind the cardboard map of the world that serves as a backdrop for the Dan Rather of Iran.	Half the costumes |Dean| uses on NITV he keeps in the rear of his car; the other half lie crumpled up on the floor behind the cardboard map of the world that serves as a backdrop for the *Dan Rather* of /Iran/.	Dan Rather	Iran	Dean	Ali Dean	
97	1	nyt_corpus_2002.har/02/24/1370183.xml	2002.0	1370183.0	Q104266	Until a year ago, the Mel Brooks of Iran, which is what Dean has become, spent most of his time playing his ridiculous Iranian cleric -- he couldn't count on his Iranian audiences sharing other cultural reference points -- but now he has all sorts of new material and costumes to go with it.	Until a year ago, the *Mel Brooks* of /Iran/, which is what |Dean| has become, spent most of his time playing his ridiculous Iranian cleric -- he couldn't count on his Iranian audiences sharing other cultural reference points -- but now he has all sorts of new material and costumes to go with it.	Mel Brooks	Iran	Dean	Ali Dean	
98	1	nyt_corpus_2002.har/02/24/1370183.xml	2002.0	1370183.0	Q380865	He's more like the David Frost of Iran.	|He|'s more like the *David Frost* of /Iran/.	David Frost	Iran	He	Ali Reza Meybodi	
99	1	nyt_corpus_2002.har/02/24/1370183.xml	2002.0	1370183.0	Q213430	The Persians who live in Los Angeles describe Meybodi as the Larry King of Iran, but he's more dignified than that, a throwback to an earlier age of TV talk shows.	The Persians who live in Los Angeles describe |Meybodi| as the *Larry King* of /Iran/, but he's more dignified than that, a throwback to an earlier age of TV talk shows.	Larry King	Iran	Meybodi	Ali Reza Meybodi	
100	1	nyt_corpus_1996.har/11/17/0890270.xml	1996.0	890270.0	Q214477	We began with Escoffier and were influenced by Alice Waters,'' said Markus Peter, referring to the Julia Child of Berkeley, Calif., who championed the use of organic and locally grown produce.	We began with Escoffier and were influenced by |Alice Waters|,'' said Markus Peter, referring to the *Julia Child* of /Berkeley, Calif./, who championed the use of organic and locally grown produce.	Julia Child	Berkeley, Calif.	Alice Waters	Alice Waters	Q434513
101	1	nyt_corpus_2003.har/03/09/1470825.xml	2003.0	1470825.0	Q234606	As the Martha Stewart of the hippie age, Alicia Bay Laurel wrote the book on living in do-it-yourself harmony with Mother Nature.	As the *Martha Stewart* of /the hippie age/, |Alicia Bay Laurel| wrote the book on living in do-it-yourself harmony with Mother Nature.	Martha Stewart	the hippie age	Alicia Bay Laurel	Alicia Bay Laurel	Q4726235
102	1	nyt_corpus_1989.har/02/01/0219411.xml	1989.0	219411.0	Q54527	Alicia McConnell used to dream of being the Billie Jean King of women's squash and turning her sport into a multimillion-dollar enterprise.	|Alicia McConnell| used to dream of being the *Billie Jean King* of /women's squash/ and turning her sport into a multimillion-dollar enterprise.	Billie Jean King	women's squash	Alicia McConnell	Alicia McConnell 	Q62089763
103	1	nyt_corpus_2002.har/10/07/1429887.xml	2002.0	1429887.0	Q36322	Ms. Pearson does so well in capturing the funny, calculating aspects of her English heroine's life that The Guardian has called her ''a Jane Austen among working mothers.''	|Ms. Pearson| does so well in capturing the funny, calculating aspects of her English heroine's life that The Guardian has called her ''a *Jane Austen* among /working mothers/.''	Jane Austen	working mothers	Ms. Pearson	Allison Pearson	Q4732812
